Round,Winning Number,Winning Color,Red Bet Win,Black Bet Win,Even Bet Win,Odd Bet Win,Zero Bet Win
817,10,Black,0,1,1,0,0
818,10,Black,0,1,1,0,0
819,20,Black,0,1,1,0,0
820,0,Green,0,0,0,0,1
821,11,Black,0,1,0,1,0
822,8,Black,0,1,1,0,0
823,4,Black,0,1,1,0,0
824,16,Red,1,0,1,0,0
825,26,Black,0,1,1,0,0
826,16,Red,1,0,1,0,0
827,15,Black,0,1,0,1,0
828,12,Red,1,0,1,0,0
829,7,Red,1,0,0,1,0
830,6,Black,0,1,1,0,0
831,0,Green,0,0,0,0,1
832,8,Black,0,1,1,0,0
833,20,Black,0,1,1,0,0
834,28,Black,0,1,1,0,0
835,32,Red,1,0,1,0,0
836,14,Red,1,0,1,0,0
837,24,Black,0,1,1,0,0
838,25,Red,1,0,0,1,0
839,20,Black,0,1,1,0,0
840,32,Red,1,0,1,0,0
841,20,Black,0,1,1,0,0
842,25,Red,1,0,0,1,0
843,16,Red,1,0,1,0,0
844,26,Black,0,1,1,0,0
845,36,Red,1,0,1,0,0
846,7,Red,1,0,0,1,0
847,10,Black,0,1,1,0,0
848,11,Black,0,1,0,1,0
849,13,Black,0,1,0,1,0
850,21,Red,1,0,0,1,0
851,17,Black,0,1,0,1,0
852,15,Black,0,1,0,1,0
853,24,Black,0,1,1,0,0
854,6,Black,0,1,1,0,0
855,14,Red,1,0,1,0,0
856,34,Red,1,0,1,0,0
857,5,Red,1,0,0,1,0
858,21,Red,1,0,0,1,0
859,31,Black,0,1,0,1,0
860,21,Red,1,0,0,1,0
861,32,Red,1,0,1,0,0
862,22,Black,0,1,1,0,0
863,13,Black,0,1,0,1,0
864,32,Red,1,0,1,0,0
865,7,Red,1,0,0,1,0
866,26,Black,0,1,1,0,0
867,30,Red,1,0,1,0,0
868,8,Black,0,1,1,0,0
869,12,Red,1,0,1,0,0
870,16,Red,1,0,1,0,0
871,19,Red,1,0,0,1,0
872,31,Black,0,1,0,1,0
873,36,Red,1,0,1,0,0
874,17,Black,0,1,0,1,0
875,2,Black,0,1,1,0,0
876,13,Black,0,1,0,1,0
877,12,Red,1,0,1,0,0
878,2,Black,0,1,1,0,0
879,30,Red,1,0,1,0,0
880,14,Red,1,0,1,0,0
881,5,Red,1,0,0,1,0
882,5,Red,1,0,0,1,0
883,31,Black,0,1,0,1,0
884,23,Red,1,0,0,1,0
885,23,Red,1,0,0,1,0
886,15,Black,0,1,0,1,0
887,36,Red,1,0,1,0,0
888,36,Red,1,0,1,0,0
889,15,Black,0,1,0,1,0
890,12,Red,1,0,1,0,0
891,3,Red,1,0,0,1,0
892,11,Black,0,1,0,1,0
893,27,Red,1,0,0,1,0
894,16,Red,1,0,1,0,0
895,0,Green,0,0,0,0,1
896,4,Black,0,1,1,0,0
897,20,Black,0,1,1,0,0
898,13,Black,0,1,0,1,0
899,33,Black,0,1,0,1,0
900,18,Red,1,0,1,0,0
901,7,Red,1,0,0,1,0
902,28,Black,0,1,1,0,0
903,14,Red,1,0,1,0,0
904,24,Black,0,1,1,0,0
905,33,Black,0,1,0,1,0
906,28,Black,0,1,1,0,0
907,7,Red,1,0,0,1,0
908,14,Red,1,0,1,0,0
909,17,Black,0,1,0,1,0
910,32,Red,1,0,1,0,0
911,5,Red,1,0,0,1,0
912,5,Red,1,0,0,1,0
913,17,Black,0,1,0,1,0
914,16,Red,1,0,1,0,0
915,21,Red,1,0,0,1,0
916,27,Red,1,0,0,1,0
917,8,Black,0,1,1,0,0
918,7,Red,1,0,0,1,0
919,24,Black,0,1,1,0,0
920,27,Red,1,0,0,1,0
921,33,Black,0,1,0,1,0
922,6,Black,0,1,1,0,0
923,3,Red,1,0,0,1,0
924,12,Red,1,0,1,0,0
925,19,Red,1,0,0,1,0
926,15,Black,0,1,0,1,0
927,12,Red,1,0,1,0,0
928,13,Black,0,1,0,1,0
929,2,Black,0,1,1,0,0
930,17,Black,0,1,0,1,0
931,27,Red,1,0,0,1,0
932,29,Black,0,1,0,1,0
933,21,Red,1,0,0,1,0
934,34,Red,1,0,1,0,0
935,33,Black,0,1,0,1,0
936,17,Black,0,1,0,1,0
937,29,Black,0,1,0,1,0
938,14,Red,1,0,1,0,0
939,11,Black,0,1,0,1,0
940,0,Green,0,0,0,0,1
941,36,Red,1,0,1,0,0
942,0,Green,0,0,0,0,1
943,12,Red,1,0,1,0,0
944,32,Red,1,0,1,0,0
945,24,Black,0,1,1,0,0
946,16,Red,1,0,1,0,0
947,22,Black,0,1,1,0,0
948,30,Red,1,0,1,0,0
949,16,Red,1,0,1,0,0
950,3,Red,1,0,0,1,0
951,33,Black,0,1,0,1,0
952,5,Red,1,0,0,1,0
953,36,Red,1,0,1,0,0
954,26,Black,0,1,1,0,0
955,16,Red,1,0,1,0,0
956,24,Black,0,1,1,0,0
957,13,Black,0,1,0,1,0
958,15,Black,0,1,0,1,0
959,7,Red,1,0,0,1,0
960,36,Red,1,0,1,0,0
961,27,Red,1,0,0,1,0
962,36,Red,1,0,1,0,0
963,17,Black,0,1,0,1,0
964,22,Black,0,1,1,0,0
965,9,Red,1,0,0,1,0
966,12,Red,1,0,1,0,0
967,35,Black,0,1,0,1,0
968,3,Red,1,0,0,1,0
969,1,Red,1,0,0,1,0
970,8,Black,0,1,1,0,0
971,34,Red,1,0,1,0,0
972,24,Black,0,1,1,0,0
973,31,Black,0,1,0,1,0
974,29,Black,0,1,0,1,0
975,16,Red,1,0,1,0,0
976,13,Black,0,1,0,1,0
977,24,Black,0,1,1,0,0
978,23,Red,1,0,0,1,0
979,18,Red,1,0,1,0,0
980,1,Red,1,0,0,1,0
981,20,Black,0,1,1,0,0
982,15,Black,0,1,0,1,0
983,24,Black,0,1,1,0,0
984,30,Red,1,0,1,0,0
985,32,Red,1,0,1,0,0
986,33,Black,0,1,0,1,0
987,27,Red,1,0,0,1,0
988,24,Black,0,1,1,0,0
989,5,Red,1,0,0,1,0
990,0,Green,0,0,0,0,1
991,28,Black,0,1,1,0,0
992,8,Black,0,1,1,0,0
993,32,Red,1,0,1,0,0
994,1,Red,1,0,0,1,0
995,7,Red,1,0,0,1,0
996,7,Red,1,0,0,1,0
997,2,Black,0,1,1,0,0
998,17,Black,0,1,0,1,0
999,7,Red,1,0,0,1,0
1000,14,Red,1,0,1,0,0
1001,29,Black,0,1,0,1,0
1002,3,Red,1,0,0,1,0
1003,1,Red,1,0,0,1,0
1004,13,Black,0,1,0,1,0
1005,16,Red,1,0,1,0,0
1006,24,Black,0,1,1,0,0
1007,18,Red,1,0,1,0,0
1008,30,Red,1,0,1,0,0
1009,28,Black,0,1,1,0,0
1010,6,Black,0,1,1,0,0
1011,23,Red,1,0,0,1,0
1012,13,Black,0,1,0,1,0
1013,16,Red,1,0,1,0,0
1014,15,Black,0,1,0,1,0
1015,33,Black,0,1,0,1,0
1016,12,Red,1,0,1,0,0
1017,13,Black,0,1,0,1,0
1018,15,Black,0,1,0,1,0
1019,29,Black,0,1,0,1,0
1020,4,Black,0,1,1,0,0
1021,3,Red,1,0,0,1,0
1022,31,Black,0,1,0,1,0
1023,3,Red,1,0,0,1,0
1024,9,Red,1,0,0,1,0
1025,10,Black,0,1,1,0,0
1026,27,Red,1,0,0,1,0
1027,13,Black,0,1,0,1,0
1028,11,Black,0,1,0,1,0
1029,16,Red,1,0,1,0,0
1030,22,Black,0,1,1,0,0
1031,31,Black,0,1,0,1,0
1032,7,Red,1,0,0,1,0
1033,24,Black,0,1,1,0,0
1034,9,Red,1,0,0,1,0
1035,36,Red,1,0,1,0,0
1036,24,Black,0,1,1,0,0
1037,12,Red,1,0,1,0,0
1038,21,Red,1,0,0,1,0
1039,29,Black,0,1,0,1,0
1040,6,Black,0,1,1,0,0
1041,24,Black,0,1,1,0,0
1042,31,Black,0,1,0,1,0
1043,8,Black,0,1,1,0,0
1044,11,Black,0,1,0,1,0
1045,16,Red,1,0,1,0,0
1046,12,Red,1,0,1,0,0
1047,1,Red,1,0,0,1,0
1048,6,Black,0,1,1,0,0
1049,24,Black,0,1,1,0,0
1050,15,Black,0,1,0,1,0
1051,6,Black,0,1,1,0,0
1052,14,Red,1,0,1,0,0
1053,17,Black,0,1,0,1,0
1054,0,Green,0,0,0,0,1
1055,1,Red,1,0,0,1,0
1056,19,Red,1,0,0,1,0
1057,16,Red,1,0,1,0,0
1058,17,Black,0,1,0,1,0
1059,17,Black,0,1,0,1,0
1060,17,Black,0,1,0,1,0
1061,8,Black,0,1,1,0,0
1062,12,Red,1,0,1,0,0
1063,3,Red,1,0,0,1,0
1064,0,Green,0,0,0,0,1
1065,29,Black,0,1,0,1,0
1066,6,Black,0,1,1,0,0
1067,32,Red,1,0,1,0,0
1068,34,Red,1,0,1,0,0
1069,6,Black,0,1,1,0,0
1070,6,Black,0,1,1,0,0
1071,20,Black,0,1,1,0,0
1072,29,Black,0,1,0,1,0
1073,33,Black,0,1,0,1,0
1074,9,Red,1,0,0,1,0
1075,9,Red,1,0,0,1,0
1076,36,Red,1,0,1,0,0
1077,26,Black,0,1,1,0,0
1078,14,Red,1,0,1,0,0
1079,21,Red,1,0,0,1,0
1080,19,Red,1,0,0,1,0
1081,35,Black,0,1,0,1,0
1082,20,Black,0,1,1,0,0
1083,13,Black,0,1,0,1,0
1084,15,Black,0,1,0,1,0
1085,19,Red,1,0,0,1,0
1086,33,Black,0,1,0,1,0
1087,22,Black,0,1,1,0,0
1088,26,Black,0,1,1,0,0
1089,18,Red,1,0,1,0,0
1090,9,Red,1,0,0,1,0
1091,2,Black,0,1,1,0,0
1092,4,Black,0,1,1,0,0
1093,3,Red,1,0,0,1,0
1094,28,Black,0,1,1,0,0
1095,15,Black,0,1,0,1,0
1096,27,Red,1,0,0,1,0
1097,34,Red,1,0,1,0,0
1098,9,Red,1,0,0,1,0
1099,17,Black,0,1,0,1,0
1100,30,Red,1,0,1,0,0
1101,24,Black,0,1,1,0,0
1102,16,Red,1,0,1,0,0
1103,5,Red,1,0,0,1,0
1104,8,Black,0,1,1,0,0
1105,23,Red,1,0,0,1,0
1106,6,Black,0,1,1,0,0
1107,3,Red,1,0,0,1,0
1108,11,Black,0,1,0,1,0
1109,18,Red,1,0,1,0,0
1110,12,Red,1,0,1,0,0
1111,7,Red,1,0,0,1,0
1112,10,Black,0,1,1,0,0
1113,31,Black,0,1,0,1,0
1114,21,Red,1,0,0,1,0
1115,14,Red,1,0,1,0,0
1116,36,Red,1,0,1,0,0
1117,7,Red,1,0,0,1,0
1118,7,Red,1,0,0,1,0
1119,26,Black,0,1,1,0,0
1120,11,Black,0,1,0,1,0
1121,35,Black,0,1,0,1,0
1122,8,Black,0,1,1,0,0
1123,8,Black,0,1,1,0,0
1124,30,Red,1,0,1,0,0
1125,7,Red,1,0,0,1,0
1126,29,Black,0,1,0,1,0
1127,11,Black,0,1,0,1,0
1128,36,Red,1,0,1,0,0
1129,12,Red,1,0,1,0,0
1130,29,Black,0,1,0,1,0
1131,21,Red,1,0,0,1,0
1132,26,Black,0,1,1,0,0
1133,30,Red,1,0,1,0,0
1134,36,Red,1,0,1,0,0
1135,22,Black,0,1,1,0,0
1136,33,Black,0,1,0,1,0
1137,15,Black,0,1,0,1,0
1138,0,Green,0,0,0,0,1
1139,1,Red,1,0,0,1,0
1140,26,Black,0,1,1,0,0
1141,8,Black,0,1,1,0,0
1142,16,Red,1,0,1,0,0
1143,5,Red,1,0,0,1,0
1144,22,Black,0,1,1,0,0
1145,5,Red,1,0,0,1,0
1146,22,Black,0,1,1,0,0
1147,29,Black,0,1,0,1,0
1148,0,Green,0,0,0,0,1
1149,36,Red,1,0,1,0,0
1150,5,Red,1,0,0,1,0
1151,31,Black,0,1,0,1,0
1152,25,Red,1,0,0,1,0
1153,20,Black,0,1,1,0,0
1154,25,Red,1,0,0,1,0
1155,7,Red,1,0,0,1,0
1156,3,Red,1,0,0,1,0
1157,10,Black,0,1,1,0,0
1158,26,Black,0,1,1,0,0
1159,4,Black,0,1,1,0,0
1160,5,Red,1,0,0,1,0
1161,6,Black,0,1,1,0,0
1162,35,Black,0,1,0,1,0
1163,25,Red,1,0,0,1,0
1164,8,Black,0,1,1,0,0
1165,25,Red,1,0,0,1,0
1166,15,Black,0,1,0,1,0
1167,17,Black,0,1,0,1,0
1168,24,Black,0,1,1,0,0
1169,23,Red,1,0,0,1,0
1170,7,Red,1,0,0,1,0
1171,14,Red,1,0,1,0,0
1172,24,Black,0,1,1,0,0
1173,24,Black,0,1,1,0,0
1174,33,Black,0,1,0,1,0
1175,6,Black,0,1,1,0,0
1176,20,Black,0,1,1,0,0
1177,1,Red,1,0,0,1,0
1178,31,Black,0,1,0,1,0
1179,20,Black,0,1,1,0,0
1180,17,Black,0,1,0,1,0
1181,20,Black,0,1,1,0,0
1182,24,Black,0,1,1,0,0
1183,9,Red,1,0,0,1,0
1184,0,Green,0,0,0,0,1
1185,7,Red,1,0,0,1,0
1186,36,Red,1,0,1,0,0
1187,4,Black,0,1,1,0,0
1188,35,Black,0,1,0,1,0
1189,36,Red,1,0,1,0,0
1190,20,Black,0,1,1,0,0
1191,27,Red,1,0,0,1,0
1192,13,Black,0,1,0,1,0
1193,1,Red,1,0,0,1,0
1194,15,Black,0,1,0,1,0
1195,28,Black,0,1,1,0,0
1196,18,Red,1,0,1,0,0
1197,29,Black,0,1,0,1,0
1198,27,Red,1,0,0,1,0
1199,26,Black,0,1,1,0,0
1200,35,Black,0,1,0,1,0
1201,2,Black,0,1,1,0,0
1202,17,Black,0,1,0,1,0
1203,24,Black,0,1,1,0,0
1204,10,Black,0,1,1,0,0
1205,28,Black,0,1,1,0,0
1206,20,Black,0,1,1,0,0
1207,8,Black,0,1,1,0,0
1208,10,Black,0,1,1,0,0
1209,8,Black,0,1,1,0,0
1210,31,Black,0,1,0,1,0
1211,0,Green,0,0,0,0,1
1212,24,Black,0,1,1,0,0
1213,15,Black,0,1,0,1,0
1214,35,Black,0,1,0,1,0
1215,16,Red,1,0,1,0,0
1216,8,Black,0,1,1,0,0
1217,26,Black,0,1,1,0,0
1218,10,Black,0,1,1,0,0
1219,7,Red,1,0,0,1,0
1220,3,Red,1,0,0,1,0
1221,11,Black,0,1,0,1,0
1222,26,Black,0,1,1,0,0
1223,15,Black,0,1,0,1,0
1224,10,Black,0,1,1,0,0
1225,25,Red,1,0,0,1,0
1226,4,Black,0,1,1,0,0
1227,14,Red,1,0,1,0,0
1228,32,Red,1,0,1,0,0
1229,27,Red,1,0,0,1,0
1230,27,Red,1,0,0,1,0
1231,29,Black,0,1,0,1,0
1232,3,Red,1,0,0,1,0
1233,34,Red,1,0,1,0,0
1234,31,Black,0,1,0,1,0
1235,15,Black,0,1,0,1,0
1236,16,Red,1,0,1,0,0
1237,7,Red,1,0,0,1,0
1238,34,Red,1,0,1,0,0
1239,12,Red,1,0,1,0,0
1240,15,Black,0,1,0,1,0
1241,26,Black,0,1,1,0,0
1242,24,Black,0,1,1,0,0
1243,12,Red,1,0,1,0,0
1244,32,Red,1,0,1,0,0
1245,1,Red,1,0,0,1,0
1246,12,Red,1,0,1,0,0
1247,36,Red,1,0,1,0,0
1248,36,Red,1,0,1,0,0
1249,5,Red,1,0,0,1,0
1250,9,Red,1,0,0,1,0
1251,14,Red,1,0,1,0,0
1252,8,Black,0,1,1,0,0
1253,35,Black,0,1,0,1,0
1254,12,Red,1,0,1,0,0
1255,14,Red,1,0,1,0,0
1256,24,Black,0,1,1,0,0
1257,24,Black,0,1,1,0,0
1258,4,Black,0,1,1,0,0
1259,31,Black,0,1,0,1,0
1260,31,Black,0,1,0,1,0
1261,35,Black,0,1,0,1,0
1262,26,Black,0,1,1,0,0
1263,36,Red,1,0,1,0,0
1264,27,Red,1,0,0,1,0
1265,28,Black,0,1,1,0,0
1266,8,Black,0,1,1,0,0
1267,15,Black,0,1,0,1,0
1268,31,Black,0,1,0,1,0
1269,31,Black,0,1,0,1,0
1270,2,Black,0,1,1,0,0
1271,14,Red,1,0,1,0,0
1272,10,Black,0,1,1,0,0
1273,26,Black,0,1,1,0,0
1274,13,Black,0,1,0,1,0
1275,22,Black,0,1,1,0,0
1276,14,Red,1,0,1,0,0
1277,30,Red,1,0,1,0,0
1278,4,Black,0,1,1,0,0
1279,16,Red,1,0,1,0,0
1280,10,Black,0,1,1,0,0
1281,32,Red,1,0,1,0,0
1282,15,Black,0,1,0,1,0
1283,31,Black,0,1,0,1,0
1284,34,Red,1,0,1,0,0
1285,1,Red,1,0,0,1,0
1286,18,Red,1,0,1,0,0
1287,1,Red,1,0,0,1,0
1288,5,Red,1,0,0,1,0
1289,35,Black,0,1,0,1,0
1290,25,Red,1,0,0,1,0
1291,36,Red,1,0,1,0,0
1292,1,Red,1,0,0,1,0
1293,12,Red,1,0,1,0,0
1294,9,Red,1,0,0,1,0
1295,23,Red,1,0,0,1,0
1296,7,Red,1,0,0,1,0
1297,21,Red,1,0,0,1,0
1298,33,Black,0,1,0,1,0
1299,32,Red,1,0,1,0,0
1300,18,Red,1,0,1,0,0
1301,13,Black,0,1,0,1,0
1302,3,Red,1,0,0,1,0
1303,14,Red,1,0,1,0,0
1304,16,Red,1,0,1,0,0
1305,28,Black,0,1,1,0,0
1306,18,Red,1,0,1,0,0
1307,27,Red,1,0,0,1,0
1308,20,Black,0,1,1,0,0
1309,29,Black,0,1,0,1,0
1310,0,Green,0,0,0,0,1
1311,33,Black,0,1,0,1,0
1312,6,Black,0,1,1,0,0
1313,6,Black,0,1,1,0,0
1314,36,Red,1,0,1,0,0
1315,6,Black,0,1,1,0,0
1316,25,Red,1,0,0,1,0
1317,22,Black,0,1,1,0,0
1318,26,Black,0,1,1,0,0
1319,33,Black,0,1,0,1,0
1320,29,Black,0,1,0,1,0
1321,20,Black,0,1,1,0,0
1322,21,Red,1,0,0,1,0
1323,7,Red,1,0,0,1,0
1324,25,Red,1,0,0,1,0
1325,29,Black,0,1,0,1,0
1326,18,Red,1,0,1,0,0
1327,9,Red,1,0,0,1,0
1328,6,Black,0,1,1,0,0
1329,21,Red,1,0,0,1,0
1330,14,Red,1,0,1,0,0
1331,4,Black,0,1,1,0,0
1332,36,Red,1,0,1,0,0
1333,24,Black,0,1,1,0,0
1334,4,Black,0,1,1,0,0
1335,16,Red,1,0,1,0,0
1336,21,Red,1,0,0,1,0
1337,23,Red,1,0,0,1,0
1338,14,Red,1,0,1,0,0
1339,28,Black,0,1,1,0,0
1340,33,Black,0,1,0,1,0
1341,10,Black,0,1,1,0,0
1342,33,Black,0,1,0,1,0
1343,17,Black,0,1,0,1,0
1344,5,Red,1,0,0,1,0
1345,2,Black,0,1,1,0,0
1346,35,Black,0,1,0,1,0
1347,8,Black,0,1,1,0,0
1348,32,Red,1,0,1,0,0
1349,20,Black,0,1,1,0,0
1350,1,Red,1,0,0,1,0
1351,4,Black,0,1,1,0,0
1352,4,Black,0,1,1,0,0
1353,33,Black,0,1,0,1,0
1354,0,Green,0,0,0,0,1
1355,8,Black,0,1,1,0,0
1356,27,Red,1,0,0,1,0
1357,21,Red,1,0,0,1,0
1358,10,Black,0,1,1,0,0
1359,15,Black,0,1,0,1,0
1360,18,Red,1,0,1,0,0
1361,35,Black,0,1,0,1,0
1362,9,Red,1,0,0,1,0
1363,17,Black,0,1,0,1,0
1364,21,Red,1,0,0,1,0
1365,31,Black,0,1,0,1,0
1366,30,Red,1,0,1,0,0
1367,30,Red,1,0,1,0,0
1368,14,Red,1,0,1,0,0
1369,14,Red,1,0,1,0,0
1370,14,Red,1,0,1,0,0
1371,32,Red,1,0,1,0,0
1372,6,Black,0,1,1,0,0
1373,34,Red,1,0,1,0,0
1374,26,Black,0,1,1,0,0
1375,23,Red,1,0,0,1,0
1376,2,Black,0,1,1,0,0
1377,3,Red,1,0,0,1,0
1378,18,Red,1,0,1,0,0
1379,5,Red,1,0,0,1,0
1380,3,Red,1,0,0,1,0
1381,26,Black,0,1,1,0,0
1382,22,Black,0,1,1,0,0
1383,14,Red,1,0,1,0,0
1384,35,Black,0,1,0,1,0
1385,22,Black,0,1,1,0,0
1386,36,Red,1,0,1,0,0
1387,7,Red,1,0,0,1,0
1388,14,Red,1,0,1,0,0
1389,1,Red,1,0,0,1,0
1390,32,Red,1,0,1,0,0
1391,26,Black,0,1,1,0,0
1392,31,Black,0,1,0,1,0
1393,7,Red,1,0,0,1,0
1394,18,Red,1,0,1,0,0
1395,5,Red,1,0,0,1,0
1396,35,Black,0,1,0,1,0
1397,18,Red,1,0,1,0,0
1398,23,Red,1,0,0,1,0
1399,33,Black,0,1,0,1,0
1400,13,Black,0,1,0,1,0
1401,13,Black,0,1,0,1,0
1402,23,Red,1,0,0,1,0
1403,5,Red,1,0,0,1,0
1404,29,Black,0,1,0,1,0
1405,21,Red,1,0,0,1,0
1406,27,Red,1,0,0,1,0
1407,24,Black,0,1,1,0,0
1408,29,Black,0,1,0,1,0
1409,30,Red,1,0,1,0,0
1410,26,Black,0,1,1,0,0
1411,4,Black,0,1,1,0,0
1412,8,Black,0,1,1,0,0
1413,12,Red,1,0,1,0,0
1414,18,Red,1,0,1,0,0
1415,30,Red,1,0,1,0,0
1416,34,Red,1,0,1,0,0
1417,36,Red,1,0,1,0,0
1418,35,Black,0,1,0,1,0
1419,19,Red,1,0,0,1,0
1420,7,Red,1,0,0,1,0
1421,24,Black,0,1,1,0,0
1422,17,Black,0,1,0,1,0
1423,5,Red,1,0,0,1,0
1424,5,Red,1,0,0,1,0
1425,1,Red,1,0,0,1,0
1426,7,Red,1,0,0,1,0
1427,26,Black,0,1,1,0,0
1428,11,Black,0,1,0,1,0
1429,2,Black,0,1,1,0,0
1430,29,Black,0,1,0,1,0
1431,0,Green,0,0,0,0,1
1432,5,Red,1,0,0,1,0
1433,27,Red,1,0,0,1,0
1434,25,Red,1,0,0,1,0
1435,4,Black,0,1,1,0,0
1436,0,Green,0,0,0,0,1
1437,4,Black,0,1,1,0,0
1438,17,Black,0,1,0,1,0
1439,6,Black,0,1,1,0,0
1440,12,Red,1,0,1,0,0
1441,36,Red,1,0,1,0,0
1442,28,Black,0,1,1,0,0
1443,34,Red,1,0,1,0,0
1444,36,Red,1,0,1,0,0
1445,4,Black,0,1,1,0,0
1446,17,Black,0,1,0,1,0
1447,0,Green,0,0,0,0,1
1448,6,Black,0,1,1,0,0
1449,24,Black,0,1,1,0,0
1450,8,Black,0,1,1,0,0
1451,21,Red,1,0,0,1,0
1452,16,Red,1,0,1,0,0
1453,2,Black,0,1,1,0,0
1454,4,Black,0,1,1,0,0
1455,26,Black,0,1,1,0,0
1456,24,Black,0,1,1,0,0
1457,22,Black,0,1,1,0,0
1458,31,Black,0,1,0,1,0
1459,18,Red,1,0,1,0,0
1460,25,Red,1,0,0,1,0
1461,17,Black,0,1,0,1,0
1462,8,Black,0,1,1,0,0
1463,10,Black,0,1,1,0,0
1464,27,Red,1,0,0,1,0
1465,24,Black,0,1,1,0,0
1466,35,Black,0,1,0,1,0
1467,25,Red,1,0,0,1,0
1468,7,Red,1,0,0,1,0
1469,31,Black,0,1,0,1,0
1470,2,Black,0,1,1,0,0
1471,17,Black,0,1,0,1,0
1472,31,Black,0,1,0,1,0
1473,23,Red,1,0,0,1,0
1474,35,Black,0,1,0,1,0
1475,16,Red,1,0,1,0,0
1476,19,Red,1,0,0,1,0
1477,11,Black,0,1,0,1,0
1478,4,Black,0,1,1,0,0
1479,20,Black,0,1,1,0,0
1480,33,Black,0,1,0,1,0
1481,14,Red,1,0,1,0,0
1482,20,Black,0,1,1,0,0
1483,9,Red,1,0,0,1,0
1484,36,Red,1,0,1,0,0
1485,18,Red,1,0,1,0,0
1486,13,Black,0,1,0,1,0
1487,33,Black,0,1,0,1,0
1488,25,Red,1,0,0,1,0
1489,22,Black,0,1,1,0,0
1490,24,Black,0,1,1,0,0
1491,20,Black,0,1,1,0,0
1492,33,Black,0,1,0,1,0
1493,36,Red,1,0,1,0,0
1494,1,Red,1,0,0,1,0
1495,31,Black,0,1,0,1,0
1496,26,Black,0,1,1,0,0
1497,12,Red,1,0,1,0,0
1498,8,Black,0,1,1,0,0
1499,35,Black,0,1,0,1,0
1500,21,Red,1,0,0,1,0
1501,27,Red,1,0,0,1,0
1502,28,Black,0,1,1,0,0
1503,2,Black,0,1,1,0,0
1504,25,Red,1,0,0,1,0
1505,1,Red,1,0,0,1,0
1506,35,Black,0,1,0,1,0
1507,31,Black,0,1,0,1,0
1508,28,Black,0,1,1,0,0
1509,21,Red,1,0,0,1,0
1510,11,Black,0,1,0,1,0
1511,20,Black,0,1,1,0,0
1512,28,Black,0,1,1,0,0
1513,2,Black,0,1,1,0,0
1514,29,Black,0,1,0,1,0
1515,21,Red,1,0,0,1,0
1516,14,Red,1,0,1,0,0
1517,0,Green,0,0,0,0,1
1518,11,Black,0,1,0,1,0
1519,12,Red,1,0,1,0,0
1520,16,Red,1,0,1,0,0
1521,11,Black,0,1,0,1,0
1522,6,Black,0,1,1,0,0
1523,5,Red,1,0,0,1,0
1524,3,Red,1,0,0,1,0
1525,24,Black,0,1,1,0,0
1526,10,Black,0,1,1,0,0
1527,3,Red,1,0,0,1,0
1528,33,Black,0,1,0,1,0
1529,17,Black,0,1,0,1,0
1530,7,Red,1,0,0,1,0
1531,25,Red,1,0,0,1,0
1532,24,Black,0,1,1,0,0
1533,25,Red,1,0,0,1,0
1534,27,Red,1,0,0,1,0
1535,17,Black,0,1,0,1,0
1536,34,Red,1,0,1,0,0
1537,33,Black,0,1,0,1,0
1538,34,Red,1,0,1,0,0
1539,35,Black,0,1,0,1,0
1540,7,Red,1,0,0,1,0
1541,36,Red,1,0,1,0,0
1542,15,Black,0,1,0,1,0
1543,23,Red,1,0,0,1,0
1544,16,Red,1,0,1,0,0
1545,12,Red,1,0,1,0,0
1546,15,Black,0,1,0,1,0
1547,35,Black,0,1,0,1,0
1548,12,Red,1,0,1,0,0
1549,16,Red,1,0,1,0,0
1550,6,Black,0,1,1,0,0
1551,13,Black,0,1,0,1,0
1552,2,Black,0,1,1,0,0
1553,18,Red,1,0,1,0,0
1554,2,Black,0,1,1,0,0
1555,19,Red,1,0,0,1,0
1556,23,Red,1,0,0,1,0
1557,24,Black,0,1,1,0,0
1558,33,Black,0,1,0,1,0
1559,6,Black,0,1,1,0,0
1560,35,Black,0,1,0,1,0
1561,1,Red,1,0,0,1,0
1562,2,Black,0,1,1,0,0
1563,9,Red,1,0,0,1,0
1564,4,Black,0,1,1,0,0
1565,3,Red,1,0,0,1,0
1566,12,Red,1,0,1,0,0
1567,15,Black,0,1,0,1,0
1568,22,Black,0,1,1,0,0
1569,23,Red,1,0,0,1,0
1570,18,Red,1,0,1,0,0
1571,22,Black,0,1,1,0,0
1572,27,Red,1,0,0,1,0
1573,1,Red,1,0,0,1,0
1574,18,Red,1,0,1,0,0
1575,4,Black,0,1,1,0,0
1576,24,Black,0,1,1,0,0
1577,34,Red,1,0,1,0,0
1578,12,Red,1,0,1,0,0
1579,32,Red,1,0,1,0,0
1580,28,Black,0,1,1,0,0
1581,13,Black,0,1,0,1,0
1582,16,Red,1,0,1,0,0
1583,34,Red,1,0,1,0,0
1584,12,Red,1,0,1,0,0
1585,5,Red,1,0,0,1,0
1586,7,Red,1,0,0,1,0
1587,1,Red,1,0,0,1,0
1588,4,Black,0,1,1,0,0
1589,18,Red,1,0,1,0,0
1590,27,Red,1,0,0,1,0
1591,30,Red,1,0,1,0,0
1592,14,Red,1,0,1,0,0
1593,22,Black,0,1,1,0,0
1594,5,Red,1,0,0,1,0
1595,33,Black,0,1,0,1,0
1596,30,Red,1,0,1,0,0
1597,11,Black,0,1,0,1,0
1598,23,Red,1,0,0,1,0
1599,36,Red,1,0,1,0,0
1600,34,Red,1,0,1,0,0
